"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"S100A9",-1.38422069258758,6.6124402970012,-16.5412841643989,1.18457662605495e-39,2.27867176088571e-37,79.5382272651097
"HIF3A",-1.17102528162783,6.17558769200335,-16.4931974321123,1.54834249165893e-39,2.91636759731009e-37,79.2713180279292
"CD24",2.00733527537048,7.93838642589228,16.4901235668753,2.42782424956288e-39,4.47958347761184e-37,78.8302197798619
"FAH",-0.766649371525025,6.03265689744119,-16.4073903946013,2.85785605077698e-39,5.16757531101493e-37,78.6626947736787
"P2RY1",-1.21280010501612,6.39725758684171,-16.3997171246752,3.01892529741233e-39,5.35178502233428e-37,78.6082466757243
"TRIM2",1.17098853768913,6.97731118408369,16.3682215898493,3.78100125476527e-39,6.51921064801809e-37,78.3847227073133
"STARD8",-0.982886957925679,6.02048388381977,-16.3667243882262,3.82168083558189e-39,6.51921064801809e-37,78.374095565624
"FAM167A",-0.890179835124,4.8426777586281,-16.310842738782,5.6985303048197e-39,9.54081712701387e-37,77.9773515143574
"WFDC12",-0.856751294814263,4.82668642446595,-16.2977290013206,6.25880814291174e-39,1.028834262183e-36,77.8842208222012
"F2RL3",-1.26099924741259,5.59625729589065,-16.2910617579545,6.67177542614749e-39,1.07713431478213e-36,77.8209851491845
"CNTN3",1.15284958524269,5.05437694217176,16.2706617965775,7.59575563378617e-39,1.2047934506151e-36,77.6919640157315
"TTC3",0.884315991152147,8.01558420920812,16.2481229287618,8.9247878044809e-39,1.39118976793641e-36,77.5318392433822
"SNX22",-0.783151649320319,5.59872694434889,-16.2322324792576,9.99945132463002e-39,1.53228880383017e-36,77.4189297986159
"CHRM3",-0.874418937795081,4.21215096627719,-16.1884329003848,1.36808142357745e-38,2.06147069176062e-36,77.1076378101647
"MGAM",-1.9216709819776,5.23105441839152,-16.2267985135788,1.53601569748817e-38,2.2765767083591e-36,76.9979516429804
"CRTAC1",-1.55567198628904,6.05503477808457,-16.1620073228229,2.05997539299114e-38,3.00390927871498e-36,76.7041976893725
"ZMAT3",0.66199707268972,6.93257827203538,16.096023855659,2.65146009177308e-38,3.80505566503499e-36,76.4505179071088
"EPHA3",1.33235986740515,5.99602061501724,16.0538008351309,3.82581412527684e-38,5.40456023541061e-36,76.0872840232813
"PNMT",-0.879135100948772,4.89333350584679,-16.032706596868,4.17353793998297e-38,5.73512110312234e-36,76.000002103382
"LRRC17",1.40351448637134,5.14361681510275,16.0484640389724,4.18668280949093e-38,5.73512110312234e-36,75.9984920385378
"CCDC85A",-0.863122723678129,5.28514821328175,-16.0058510928745,5.05936656961343e-38,6.82712435162313e-36,75.8088555686389
"MAN2A2",-0.63081781938357,6.91766493998578,-15.9634222006716,6.85796605088199e-38,9.11806927441531e-36,75.50678801334
"GOLM1",1.27519828554489,7.40055051669916,15.9648150468309,7.03716610656391e-38,9.22072735789047e-36,75.4816746545288
"SULF1",1.52077439414006,7.24000809981389,15.968545204318,8.12252348628611e-38,1.04908192627875e-35,75.3416246656756
"AIG1",0.580684202875882,7.03069690310249,15.9360004287335,8.34818539902449e-38,1.06304146750113e-35,75.3115131444889
"HAL",-0.797348472916651,4.76898775740158,-15.9043243313725,1.04775067618176e-37,1.31565470324435e-35,75.0858956650277
"FZD5",-0.788543887718433,7.0256832424129,-15.8575473051782,1.46554741399962e-37,1.81507043424254e-35,74.7526294089035
"DIO2",1.18697660329641,4.78085550122358,15.8020414426609,2.18271583657688e-37,2.66674782141778e-35,74.3570374543234
"LILRA5",-0.963391559683497,4.70421431051138,-15.7300319501408,3.66036958793617e-37,4.41245352593746e-35,73.8436096597401
"RASIP1",-0.879878697389398,6.13147452075077,-15.6913013151903,4.83426342174028e-37,5.75086520999393e-35,73.567363280051
"ACVRL1",-1.20892442798431,6.89692323194165,-15.6856417727818,5.08409590094305e-37,5.96952091434106e-35,73.5174648163639
"CCND2",0.728461115861974,9.05354488913133,15.6781893011645,5.31171461598279e-37,6.15682203116672e-35,73.4738268054891
"POLR3H",-0.633528394369893,6.70493501682762,-15.6674216733709,5.73889146822781e-37,6.56776174230983e-35,73.397008753207
"BCAT2",-0.680131201468307,6.5452352792894,-15.5982448075861,9.43409451648183e-37,1.0661706065439e-34,72.9033712587173
"IZUMO1",-0.649317312159503,4.17026556133812,-15.5840330171885,1.0448648579376e-36,1.16624977538442e-34,72.8019328576213
"GPR4",-1.19525151978895,6.25850262214241,-15.5636324060051,1.21585085290363e-36,1.32609265200931e-34,72.6514941821673
"MYRF",-1.10119393236122,5.46956817704611,-15.5627701850539,1.21740615105379e-36,1.32609265200931e-34,72.650151323191
"CA4",-1.10320193585784,5.96750874902396,-15.526439015732,1.58076573464856e-36,1.68383100055827e-34,72.3907645239119
"C1orf210",-0.794833009299708,4.98433752637276,-15.5262361504127,1.58307305660273e-36,1.68383100055827e-34,72.3893160170905
"KDM5B",0.591740735500197,7.91304464757253,15.4522568092867,2.69492617866624e-36,2.83311948620018e-34,71.8609793507795
"ADGRG3",-1.10508748743921,5.50821308587425,-15.4457515123687,2.82402158392322e-36,2.93471024600573e-34,71.8145106438048
"ARHGAP6",-0.923745564955884,5.66468030297492,-15.4420754927867,2.8996888982075e-36,2.97910083280614e-34,71.7882513630568
"MGAM2",-0.56316649474618,3.52950062846226,-15.4226502676515,3.3345470337658e-36,3.38737525081759e-34,71.6494808879249
"HYAL1",-0.914540846914385,6.46924373244805,-15.4188543509127,3.42685874629211e-36,3.44246999169189e-34,71.6223618889831
"AFF3",-1.41499524774668,5.77286366855594,-15.3836919761337,5.15085158745813e-36,5.09198057874128e-34,71.2200177609795
"FCN3",-2.52416745864957,7.83354919968575,-15.4302052471083,5.181530950605e-36,5.09198057874128e-34,71.2192997618268
"ID1",-1.32573038611533,6.75729949756466,-15.3707459898651,5.32551702289844e-36,5.17720423699191e-34,71.185986532658
"S100A8",-1.65680834750173,6.57611470347634,-15.3906857093343,5.54049741221877e-36,5.32889756424148e-34,71.1494837624275
"PLLP",-1.24877862454617,7.58824496775595,-15.3524972756252,5.77024862162251e-36,5.49145450400938e-34,71.1055519090904
"S1PR1",-1.05163750855172,7.12410150671665,-15.2956498065337,8.31645329346148e-36,7.83219314856096e-34,70.7418800636935
"NIM1K",-0.623916494791318,4.51070830088029,-15.2808240612202,9.2530996808947e-36,8.62446125927516e-34,70.6358929359966
"PDE7B",0.983999185913882,6.02608003089065,15.270440618054,9.97126893221271e-36,9.19900432817705e-34,70.5616589132158
"ST6GALNAC3",-0.954529974622157,5.13137002204179,-15.253216549731,1.12876563575309e-35,1.0308252639236e-33,70.4385117530837
"HPCAL1",-0.902058986005334,7.29339651912704,-15.2188955781492,1.44519084480392e-35,1.30659704278722e-33,70.1930986124878
"SEMA3C",0.926620125233387,7.81571828347562,15.1643783352633,2.1400942374221e-35,1.91570217827061e-33,69.8031972183318
"ALOX12",-0.553609261801703,4.28797806421176,-15.1588052454594,2.22774482728469e-35,1.97461186112557e-33,69.7633341088183
"NFE2",-0.70014938316221,4.39682573942681,-15.1379432188129,2.58895851429003e-35,2.27250232307729e-33,69.6141045537911
"HSPA4L",1.59934854937403,5.62611402453393,15.132637733517,3.46752024706591e-35,3.01440870708874e-33,69.3279689357522
"NAALADL2",0.908615984152734,5.71420077630043,15.0709182690391,4.19590819676877e-35,3.61287676257013e-33,69.1345814252315
"CHPT1",-0.775073611710535,7.82602711162212,-15.0566563633942,4.65001244730536e-35,3.96610967321582e-33,69.0325304389577
"ITLN2",-1.19078443856163,4.39071247913337,-15.057687634567,4.72216272064374e-35,3.99000683713459e-33,69.0176055556421
"PGS1",-0.578389772866792,7.19906458705776,-15.0480653513152,4.94695677619693e-35,4.14124409385152e-33,68.9710549387054
"BTNL9",-1.71932729870269,6.54206468586683,-15.0863540162738,5.07884677053548e-35,4.21264712407443e-33,68.949756998324
"TSPAN14",-0.531715914420687,8.21646370923091,-15.0326724693491,5.52725409219678e-35,4.54290038614101e-33,68.8609019234013
"SDR16C5",-1.51425756321558,6.18395756981851,-15.0091628946616,8.13113098816069e-35,6.62284281657304e-33,68.4810579139008
"MMP7",2.78287517123816,7.33151753553784,15.0329901099898,9.06519913994585e-35,7.31772012716522e-33,68.3775851661451
"TSPAN2",0.84932242132152,6.8399126827375,14.9538793992794,9.75280238431538e-35,7.80310498730932e-33,68.2969592457249
"MFSD2A",-1.43166964877996,7.31173870860164,-14.9337185903489,1.34830786164523e-34,1.06930275238022e-32,67.9782319982324
"ENTPD1",0.762183168918722,7.74463330885048,14.8974551730588,1.46478868265292e-34,1.15157865042305e-32,67.8930280291045
"FRK",0.923815587402579,6.5047838244684,14.8799088868799,1.66231318754845e-34,1.29560116626082e-32,67.76740323349
"CROT",0.917849416644398,6.79381054810483,14.8728896935256,1.74860182639871e-34,1.35120590704878e-32,67.7171466692116
"ANTXR1",0.791089211968172,8.50218142892581,14.8436247371071,2.15937673274126e-34,1.65448517294185e-32,67.5076024710434
"PCTP",-0.680654146993758,6.2888589130882,-14.797041503768,3.02141283881817e-34,2.29551205678614e-32,67.1740211508732
"DENND3",-0.887397553173182,7.53977702443416,-14.7941643995262,3.08475518258293e-34,2.32410596714435e-32,67.1534169701207
"MTHFR",-0.549572085944377,6.3469160563166,-14.7774467293417,3.47999885583508e-34,2.60022063269462e-32,67.0336916389838
"GPX8",1.1558849928915,6.43728202417928,14.7757048463085,3.5816472843212e-34,2.65423549979902e-32,67.0053708578413
"MMP25",-0.752542520017013,5.42094097932483,-14.7549817831814,4.09205031461393e-34,3.00782332474996e-32,66.8727989839448
"ITGA2B",-0.80875324719104,5.10249694232344,-14.7523147994096,4.17152078117245e-34,3.04150962762743e-32,66.8536976347627
"NDRG4",-0.942103329171259,5.68618559066833,-14.726815837961,5.01376719178761e-34,3.62635753447614e-32,66.6710642861113
"SLC5A9",-1.012352328763,4.75158823882943,-14.717928360637,5.34568416493436e-34,3.83574051866441e-32,66.607406332715
"COL15A1",1.19860236738402,6.89745546651316,14.7164930410371,5.62749180947692e-34,4.00615381491975e-32,66.5570783774067
"DNM2",-0.531712930653786,8.29681700995708,-14.6891111807584,6.58072917167025e-34,4.64815409695865e-32,66.4009904846957
"TP53BP1",0.655342336741207,6.92777965853716,14.6541201568492,8.47016605050693e-34,5.93633885756846e-32,66.1503356307889
"GLT1D1",-1.06134465859509,5.280271322596,-14.6273699580452,1.02730306927682e-33,7.14449773025514e-32,65.958702042245
"CFI",0.871709694431009,7.89490496011453,14.5997085482227,1.25419305299378e-33,8.65584686421127e-32,65.7605313293042
"CP",2.88478831515053,7.63481035528694,14.6558870158798,1.33313556191918e-33,9.13096864796314e-32,65.7078521215067
"ITGA10",-1.05612346380688,5.43530623902333,-14.5772821628268,1.47445470938912e-33,1.00229661861556e-31,65.5998586406598
"COL1A2",1.32650923888198,10.7265979511437,14.5495227195017,2.04361652657336e-33,1.37883112065297e-31,65.2778690588833
"FASN",-1.42833447343129,7.51644578693291,-14.5560161658779,2.06992716947678e-33,1.38623789179552e-31,65.2661924768693
"PISD",-0.51352141948302,6.37691351062568,-14.5288813554808,2.09069610695811e-33,1.38985172816237e-31,65.2530755238949
"TWSG1",0.494322683167951,7.94519215292437,14.518207425887,2.25807384212613e-33,1.49016391289506e-31,65.1765957042427
"SEL1L3",0.908868538487868,8.78665714713327,14.4814687756611,2.94349931982467e-33,1.92841864858948e-31,64.9133520227882
"CXCL14",1.13165836382026,6.97328418119181,14.4799395131716,3.01749641314801e-33,1.96267518498354e-31,64.8889364771563
"FURIN",-0.699976581451496,6.86054563282385,-14.4628214434187,3.36744101341819e-33,2.17464530016528e-31,64.7797341642533
"TOX2",-0.694039094789741,5.48929670053244,-14.4476816464118,3.75616978299203e-33,2.40847737645609e-31,64.6712478430432
"BEST1",-0.653650980256308,5.21089766140863,-14.4408621870948,3.94562983104419e-33,2.51214361285004e-31,64.6223815720195
"LILRA1",-1.0007160543313,5.25189474963355,-14.4218060408272,4.52726691020088e-33,2.86230910035847e-31,64.4858292582885
"RASSF9",1.19558532055759,6.13398181749175,14.4270535931004,4.5784987210831e-33,2.87459770398002e-31,64.4755166129721
"MXRA5",1.12178044561183,7.3837857104873,14.385930957286,5.93855989874324e-33,3.70279448583018e-31,64.2165915894217
"THY1",1.48115075241795,6.94045023871201,14.411358971146,5.99264121987797e-33,3.71092255266553e-31,64.2109776979512
"PAPSS2",-1.01794625982689,8.66513632395556,-14.3671647228429,6.71554311093363e-33,4.13028743305789e-31,64.094270855446
"DZIP1",0.61599877661901,6.37888673128595,14.3598274746118,7.08070482604765e-33,4.30192089799894e-31,64.0416913597363
"WLS",0.663485876638472,8.95667231739354,14.3596501555152,7.08977119568458e-33,4.30192089799894e-31,64.0404206700698
"AFMID",-0.506023606760815,6.28094705016573,-14.3566913057116,7.242782655749e-33,4.36546653270844e-31,64.0192171862199
"ATOH8",-0.812695666314166,5.85883897982197,-14.3453936332695,7.85802247123143e-33,4.70492590479493e-31,63.938256413614
"MFSD13A",-0.729309480018535,5.92559724066397,-14.3433397988305,7.975357752564e-33,4.74376377900863e-31,63.9235382951274
"GAB2",-0.723325363453156,6.62101990314801,-14.334125168336,8.52373158919411e-33,5.03680113058196e-31,63.8575045835447
"RHOBTB2",-0.873246937379144,7.48671975442671,-14.3210130815526,9.36967687028175e-33,5.50073042754658e-31,63.7635406411917
"FRMD6",0.801975153244874,6.38961870330727,14.3158388554561,9.72615811232349e-33,5.67317390280753e-31,63.7264609615187
"TMEM120A",-0.574094026393796,6.20226751810811,-14.3099090421203,1.0151405851769e-32,5.8832602760156e-31,63.6839665126804
"C5AR2",-0.709878443043539,4.87665355123955,-14.307368580627,1.03392340567954e-32,5.95395000684634e-31,63.665760945387
"PTCHD4",0.931114404407039,5.84092983653227,14.2989200158912,1.09892347665924e-32,6.28820705852924e-31,63.605216400878
"ITGB8",1.17491698077119,6.78022284158191,14.2941328242505,1.18946175391672e-32,6.76347403595038e-31,63.5273973922798
"CASKIN2",-0.858599880430477,6.64069591917501,-14.2620915030735,1.43348903893059e-32,8.10010900060714e-31,63.3412932635507
"PLPPR4",1.06781471629172,5.96567497825636,14.2509588394812,1.55341051662736e-32,8.72322017442731e-31,63.2615135135818
"FNDC1",1.2821553819658,5.67533821830386,14.2117006792128,2.30066177353861e-32,1.28396809225695e-30,62.8734984083236
"HRH2",-0.729448314670212,5.14814874473949,-14.1744321190976,2.69858099570412e-32,1.49680188847613e-30,62.7131061365251
"OLAH",-0.933729343451255,3.5405551267516,-14.1682720078053,2.82125469521492e-32,1.55530266459988e-30,62.6689620319739
"RGS5",1.09099413032237,8.7095019925887,14.1422943411183,3.43291465643503e-32,1.88102917629267e-30,62.4742697868329
"RNF182",-0.935338394182484,5.12479586456907,-14.1204901555203,3.98288073405087e-32,2.16923040461168e-30,62.3265566243936
"CRISPLD1",1.20080789568598,5.40740748098989,14.1205658460945,4.25065841584504e-32,2.30120974476976e-30,62.263147592326
"PLCB4",0.919449838361091,6.11964426328323,14.0956706908829,4.76412990056383e-32,2.56383919232129e-30,62.1487044613835
"DZIP3",1.48035924745633,6.52586737645287,14.1207158983332,4.89490385375641e-32,2.61862874211904e-30,62.1256278422935
"LRRC32",-1.14939659256925,7.11546491425493,-14.091036008966,5.1103026562593e-32,2.71777919501413e-30,62.0797288751847
"FUT8",0.747511972011598,7.52511271275902,14.0770753887658,5.44831273966962e-32,2.88059622686275e-30,62.0154560638451
"STX3",-0.52662740763997,6.89278215379899,-14.0500136647861,6.62327989115567e-32,3.47312510380763e-30,61.8215440960275
"MYOF",0.685964271796138,9.21789017394352,14.0495423896974,6.64584274923923e-32,3.47312510380763e-30,61.8181672024857
"IL13RA2",1.5426011127975,4.69672467051372,14.0743973953331,6.99345301021771e-32,3.63378210720565e-30,61.7717977726811
"ANK2",0.917386073647677,5.81304076716397,14.0414974638121,7.04307584653768e-32,3.63865421305984e-30,61.7605220383289
"INPP5K",-0.689836192480079,6.94010183990933,-14.0388168825763,7.18063913032037e-32,3.68864536234241e-30,61.741314700491
"NBEAL2",-0.601103718509504,6.77396422303108,-14.0374160671618,7.25359229107663e-32,3.70506937308609e-30,61.7312773729981
"IL6R",-0.590963900137028,6.67431140070801,-14.0122527917923,8.69784649279091e-32,4.41782191805183e-30,61.5509766694897
"PADI4",-0.732148894452969,4.69163915781366,-14.0024298697153,9.33673433159212e-32,4.7158332453589e-30,61.4805947125004
"RAB17",-0.75063427580989,5.81806585447283,-13.9968716233939,9.71881672267839e-32,4.88154566609641e-30,61.4407698792478
"ANKRD36",1.04179994662661,8.21884364227592,13.9931134347894,9.98598048175767e-32,4.9880248362194e-30,61.4138426308104
"FES",-0.580785560526619,5.5725225461079,-13.9749217579242,1.13867190430144e-31,5.65644653120293e-30,61.2835021315471
"ECM2",1.10275736789118,6.54433822855901,13.9715389189486,1.18901615943417e-31,5.87425961608978e-30,61.2408964921727
"MEFV",-0.936724953285036,5.3426878767535,-13.9329200603202,1.54175597761312e-31,7.57555206173923e-30,60.9825804488555
"MATN3",-1.0953723788815,4.9950190195257,-13.9246586307881,1.66732256584129e-31,8.14825044203843e-30,60.9051884181399
"ENAH",0.728985767961461,7.61921257653054,13.9006925470994,1.94535429707076e-31,9.45588612893374e-30,60.7517005534588
"MACC1",1.18890347464145,7.95716774659829,13.8975462180091,2.128483498899e-31,1.02907055152652e-29,60.6636439430261
"PAM",0.543786432106806,8.59523089328908,13.8833139938125,2.20521647590119e-31,1.06049798716078e-29,60.6272052616605
"IL4R",-0.644163468109882,7.97672727265393,-13.8808908524892,2.24410705342858e-31,1.0734905751348e-29,60.6098468628758
"IL17RA",-0.571132394260465,7.25531408694946,-13.8567621594426,2.67081222197053e-31,1.27088491046503e-29,60.437003379411
"LIN7A",-0.709356321636109,5.29924282133202,-13.8497067401407,2.81027416668454e-31,1.33024548382172e-29,60.3864642353469
"NKD1",-0.813189599615577,6.31277509884481,-13.8265652344504,3.32086507623722e-31,1.56374693511774e-29,60.2207032530053
"SLC1A5",-0.600311529649876,7.45730840736548,-13.8168238055045,3.56262578617755e-31,1.66889635921405e-29,60.1509286751868
"CDH2",1.19514747459164,5.72988452948937,13.8257298937794,3.59455762358447e-31,1.67517502447563e-29,60.1434681546959
"AFF2",-0.820793301303106,5.32646713867596,-13.7721043039802,4.91885486083288e-31,2.2805829126559e-29,59.8306388917469
"LILRA2",-0.845944029295643,4.58927596177645,-13.7579448612117,5.44776872592154e-31,2.5129222985233e-29,59.7292337530875
"ADGRA3",0.617432357529567,6.89622827552341,13.744198098653,6.01560279719738e-31,2.76076471520109e-29,59.6307877475777
"RRP9",-0.603382796284203,5.7926449872077,-13.7335711347379,6.49480561969593e-31,2.96563321250863e-29,59.5546863896829
"TP53INP1",0.855746812532737,8.319888790156,13.7282451130081,6.74914260236945e-31,3.06628132000112e-29,59.5165467597844
"CXCL12",0.892857886098069,7.87138176131981,13.6806244334599,9.51476874891727e-31,4.29453568050884e-29,59.1755614176468
"ANKRD36C",0.99698956993169,7.04942458218032,13.6801462573879,9.54763490523478e-31,4.29453568050884e-29,59.172137710873
"COL6A3",1.27659466981559,9.81020317789126,13.6900798625877,1.00888174018987e-30,4.51549495695872e-29,59.1198693993718
"MTARC1",-0.68877831723245,6.12150661770194,-13.6658856406217,1.05817304510582e-30,4.7127795570452e-29,59.0700350557975
"WWC3",-0.553702014270966,7.30845147440424,-13.6471763378705,1.21100803141246e-30,5.36702137843138e-29,58.9360878926062
"FAM107A",-0.94676016672072,6.68923448314166,-13.6385806681703,1.28844017210683e-30,5.68233541269162e-29,58.8745508979887
"CCDC80",1.80316187811776,8.75733602072217,13.6607900340266,1.48882808677157e-30,6.53422074393289e-29,58.7370017567693
"PCDH7",0.851425168473794,5.75772615256443,13.5859260124463,1.88337115771755e-30,8.22587373764463e-29,58.4976319998697
"FUT1",-0.644397916563187,5.44930078436679,-13.5377715704956,2.66496387349826e-30,1.1583624221297e-28,58.1529900356406
"SHMT1",-0.599684343402523,5.73175004571689,-13.5308062042756,2.80217618099821e-30,1.2121758302586e-28,58.1031440822567
"KLHL4",0.910610033811783,4.70031650810484,13.5224286496124,2.97659313769975e-30,1.28149421704493e-28,58.0431939630318
"NCF4",-0.824218608086545,5.88637867142252,-13.517872747845,3.07595768546919e-30,1.31799684522876e-28,58.0105925877043
"MID1IP1",-0.645666305890236,7.71437536230719,-13.5035327643926,3.41087483731913e-30,1.4546094058586e-28,57.9079816574864
"ARG1",-0.979441589017896,3.67274465034661,-13.493124787779,3.67656419750959e-30,1.56055478449222e-28,57.8335103050775
"CNTROB",-0.581340852671535,6.18588064936879,-13.4910897358182,3.73088272606418e-30,1.57621078160496e-28,57.8189494388339
"MMP16",0.844356104786042,4.66499673229758,13.4786965411115,4.07943086850561e-30,1.71544811544926e-28,57.7302783957234
"PRKACB",0.603423952236934,7.02629409344359,13.4773267803451,4.11989846688622e-30,1.72444453884807e-28,57.7204782932527
"PCSK9",-0.713527774122431,5.62121588207337,-13.4733880748115,4.23851121650536e-30,1.76591612481221e-28,57.6922987150673
"CERS2",-0.441651542009335,8.51764507336938,-13.4673425667012,4.42724309893391e-30,1.83608737878264e-28,57.6490468855509
"RGCC",-1.12655515483692,9.08121134084806,-13.4562138038885,5.01821167652797e-30,2.07167359668901e-28,57.5255610932801
"HLTF",0.672895473658078,6.6726554807422,13.4306319615703,5.76783723242589e-30,2.37031892810739e-28,57.3864300645915
"PHC2",-0.503827916821533,6.2328309616197,-13.4297479535984,5.8046913822778e-30,2.3746703523608e-28,57.380106663806
"POSTN",1.92581980339696,8.90009478653121,13.4708424013919,5.97751553144682e-30,2.43435666305454e-28,57.3575404612583
"TMEM100",-2.13656159089054,5.87364377924883,-13.4485857505412,7.18023014004756e-30,2.91105204915561e-28,57.1760216384542
"FAM13C",0.983869530511345,7.09036533579885,13.3914948580198,7.64656533494465e-30,3.08627666041226e-28,57.1065030208849
"ESAM",-1.00865356935988,6.57241854034874,-13.3903226421033,7.71140917955005e-30,3.09762560809567e-28,57.0981195725549
"SHE",-0.692187984126447,7.0205382451006,-13.3897514028335,7.7432074707402e-30,3.09762560809567e-28,57.0940342032177
"PEX5",-0.441676043349606,6.46822474933342,-13.3840827357931,8.06594636716815e-30,3.21252075354922e-28,57.0534938315176
"AP5B1",-0.578052748543332,5.87690036605533,-13.3810800315506,8.24231319928274e-30,3.26836638748751e-28,57.0320199635388
"MOCS1",-0.626191280206881,5.91813000892694,-13.3658457530626,9.19828149323547e-30,3.63151366726384e-28,56.9230767012896
"STARD3NL",-0.623047084108119,6.89772403396748,-13.3607028892308,9.54540664010587e-30,3.75217484492162e-28,56.8863009282065
"GATA2",-0.971163724017682,6.69929830545371,-13.3419354495151,1.09269479647387e-29,4.27664660386157e-28,56.7521060484637
"VWA5A",0.666127078994501,7.02480120980835,13.3343967769513,1.15366134997333e-29,4.49579839013312e-28,56.6982050296849
"GPIHBP1",-0.922316097012814,6.38443944925374,-13.3230913114484,1.25152060138271e-29,4.85622221334812e-28,56.6173755866889
"CPLANE1",0.7798539014591,6.66294813703262,13.3173390189083,1.30445314357643e-29,5.03998327823698e-28,56.5762508672836
"SLC27A3",-0.800821521716172,6.98596276795786,-13.3163503043979,1.31377402105233e-29,5.05439613801453e-28,56.5691823997351
"TLCD1",-0.56422984898916,5.18846435594122,-13.3123704609651,1.35197108944988e-29,5.17930958462557e-28,56.5407302748616
"PVR",-0.677853983610932,6.76277952646732,-13.2971729484647,1.50832360588958e-29,5.75390452356441e-28,56.4320878919965
"TFE3",-0.582455597601532,6.78641032755745,-13.2920301991391,1.56522443076307e-29,5.94587986492812e-28,56.3953259339874
"TIA1",0.684181478579545,8.8817423246315,13.2876846195028,1.61497396412717e-29,6.10919648940323e-28,56.3642631820156
"DUOX1",-1.08035786825827,7.62681542538514,-13.2844264512563,1.70374192727526e-29,6.41813781853983e-28,56.3117643691468
"PRX",-0.78152746483044,6.03336659553075,-13.2780993702882,1.73036676123683e-29,6.4913883354117e-28,56.2957491912575
"ABCC8",-0.690117727314878,5.18857002958359,-13.270271825163,1.83068430742701e-29,6.83934579481305e-28,56.2398016739866
"PRR16",-0.571227620654079,4.69608427129299,-13.2615510071792,1.94930903112255e-29,7.25255265447696e-28,56.1774723127166
"PCYT2",-0.605090274201667,6.70039418146517,-13.2575924080907,2.00566120654476e-29,7.43163236408655e-28,56.1491804397195
"SYN2",-0.670867845056034,5.16994953870455,-13.2519327158705,2.08906818690377e-29,7.67971220079068e-28,56.1087320414353
"MAMLD1",-0.624519643441342,5.63795829374482,-13.2518972228456,2.08960203671553e-29,7.67971220079068e-28,56.1084783857526
"KCNMB4",-0.906676098905993,6.46265945710122,-13.2493364241246,2.12848087529977e-29,7.79092939011548e-28,56.0901774263695
"PROK2",-1.17100954201286,6.07106548842565,-13.2511445337182,2.26897077143212e-29,8.27167933246683e-28,56.0283228849254
"ANKMY2",0.59021160919857,6.52995958115159,13.2296850576493,2.45191184567362e-29,8.90270481796593e-28,55.9497461538591
"PRSS12",1.54818244251282,7.05711455910398,13.2497042542706,2.66487501178253e-29,9.63725399261034e-28,55.8717939320787
"FOXF1",-0.862082677322962,5.33537168543006,-13.2008119353703,3.0182670524845e-29,1.08717738731125e-27,55.743443887324
"SPATA18",1.98188465939123,7.35285388502938,13.241472212281,3.11129492255399e-29,1.11623878550836e-27,55.7200412594847
"CTH",-0.908895871204304,4.87414297082798,-13.1883843223315,3.30065393049522e-29,1.1794945527908e-27,55.6546577688501
"RASGRP4",-0.652402920606137,5.33737862975635,-13.1742112062323,3.65506034073553e-29,1.30100002128307e-27,55.5534094184002
"LOC100129434",-0.698675340758309,5.29881019146769,-13.1601896520762,4.0430761036029e-29,1.43346866873231e-27,55.4532523901225
"CDH13",-1.11645047322602,6.72984197253503,-13.1465550748326,4.70077310553626e-29,1.66014412684193e-27,55.3047421478094
"MOXD1",0.976523752961221,8.29085003499797,13.1291360171143,5.05524028585318e-29,1.77838239005442e-27,55.2314650147887
"NOTCH4",-0.981067353755553,6.90159048419936,-13.1234858894371,5.26494958475638e-29,1.84497710061172e-27,55.1911160679993
"OTULINL",-0.884138678305349,7.5764847941506,-13.121437839441,5.34309246506488e-29,1.86513123461975e-27,55.1764908017518
"SHANK3",-0.777951760185848,6.43199148460174,-13.1053520468434,5.99852968953283e-29,2.08587334319486e-27,55.0616277751995
"FGFR4",-0.905221249475758,6.69441832162354,-13.096823937544,6.37800241919524e-29,2.20933026329288e-27,55.0007364085401
"TSHZ2",0.803500574660254,5.15365197280316,13.0955545575362,6.43650058924395e-29,2.22108403921201e-27,54.9916732278448
"SIGLEC10",-0.869189366753991,5.54570375048005,-13.0895939006143,6.71844190378956e-29,2.30956019970195e-27,54.9491160576371
"CEP97",0.748532288690561,6.45885152729062,13.0870605903631,6.84197407290631e-29,2.34311695428583e-27,54.9310295474182
"ZNF711",0.672578984445399,4.87992278127246,13.0694062419018,7.76822391680702e-29,2.6429738283696e-27,54.8049952315582
"TM7SF3",0.540659537305777,8.20553666406001,13.0692665450519,7.77603183659233e-29,2.6429738283696e-27,54.8039979960173
"RNASE2",-1.13594857341649,4.40140552024288,-13.0745040857474,7.98433594810656e-29,2.70360978677271e-27,54.7791232424055
"COL17A1",1.07622395081674,5.76474433566055,13.0650586599067,8.31277239832827e-29,2.80431997213753e-27,54.7385196798228
"TAL1",-0.72403522701329,5.73450597497439,-13.0555993568727,8.57908280673119e-29,2.88340102809133e-27,54.7064384095652
"CEP126",1.34437031774771,6.09399331552294,13.0602925589554,9.71617626729731e-29,3.25347961602352e-27,54.5862698889551
"OGN",1.19419496583475,6.52790771192218,13.0430123696586,1.03616067819207e-28,3.4568002551788e-27,54.5211506153063
"LRRN1",1.16711852960625,5.39083687649152,13.0280852602543,1.13642362473729e-28,3.77735514384187e-27,54.4291493056559
